,classifier,cohort_identifier,cv_index,encoded_features_size,encoded_image_size,encoded_image_size_height,encoded_image_size_width,modality,module,non_varying_features,raw_image_size,raw_image_size_height,raw_image_size_width,training_scores_mean_test_AUC,training_scores_mean_test_Accuracy,training_scores_mean_test_F1,training_scores_mean_train_AUC,training_scores_mean_train_Accuracy,training_scores_mean_train_F1,AUC,Accuracy,Brier_Loss,DP,F1,Log_Loss,P+,P-,Precision,Recall,Specificity,Youdens
63,XGBoost,ppp1_cropped_image_2048x973,0,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,972,,2048.0,973.0,0.5408594512958643,0.513302034428795,0.5172248007257408,1.0,0.9998436522826767,0.999844816883923,0.452501465181949,0.4635036496350365,0.2959767507136181,-0.16323323006974405,0.4913494809688581,0.7992673349043313,0.8765432098765432,1.1785714285714284,0.46710526315789475,0.5182481751824818,0.40875912408759124,-0.07299270072992703
64,XGBoost,ppp1_cropped_image_512x243,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_050_224,1228,,512.0,243.0,0.6442037972067204,0.594679186228482,0.5939527662158547,1.0,1.0,1.0,0.6319995737652512,0.5985401459854015,0.2894129699979801,0.45288084804059503,0.6283783783783783,0.8910517726007706,1.4090909090909092,0.619718309859155,0.5849056603773585,0.6788321167883211,0.5182481751824818,0.1970802919708029
65,LogisticRegression,ppp1_raw_image_2048x2048,0,1024,,224.0,224.0,all_modalities,inception_v2,103422,,2048.0,2048.0,0.8346527647912477,0.7636932707355243,0.7564710373403367,1.0,0.9996870106786666,0.9996890536440476,0.8086738771378337,0.7518248175182481,0.18405367191141073,1.2377195299057844,0.7404580152671755,0.5854302501573011,3.464285714285715,0.36697247706422015,0.776,0.708029197080292,0.7956204379562044,0.5036496350364964
66,SVC,ppp1_cropped_image_2048x973,3,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,972,,2048.0,973.0,0.5825407448964304,0.5618153364632238,0.5637302844182106,0.9402497265632829,0.8716781987802528,0.8730327668645518,0.511162022483883,0.49635036496350365,0.2552215883373718,-0.016128417884785806,0.5071428571428571,0.7040079388262714,0.9861111111111112,1.0153846153846153,0.4965034965034965,0.5182481751824818,0.4744525547445255,-0.007299270072992692
67,LogisticRegression,ppp1_raw_image_2048x2048,1,1024,,224.0,224.0,ms1_only,inception_v1,934,,2048.0,2048.0,0.7527736494282099,0.689358372456964,0.6936402706591303,0.9439657016662149,0.8646313838066084,0.863312083925889,0.7109595609782087,0.6459854014598541,0.2252989004846501,0.6651968508639353,0.6548042704626333,0.6505373314085069,1.7692307692307692,0.5294117647058824,0.6388888888888888,0.6715328467153284,0.6204379562043796,0.291970802919708
68,RandomForest,ppp1_raw_image_512x512,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_075_224,1181,,512.0,512.0,0.5632392069631861,0.5320813771517997,0.543942102187488,1.0,1.0,1.0,0.48508178379242367,0.45255474452554745,0.2554949489051095,-0.21103656614155475,0.4318181818181818,0.7045821272667284,0.8142857142857142,1.1940298507462686,0.44881889763779526,0.41605839416058393,0.48905109489051096,-0.09489051094890516
69,SVC,ppp1_raw_image_2048x2048,11,1280,,224.0,224.0,all_modalities,mobilenet_v2_100_224,126289,,2048.0,2048.0,0.7326557372029366,0.6791862284820032,0.6728290452091424,0.9999941199240179,0.9974957915426464,0.9975118446870036,0.7195908146411637,0.6240875912408759,0.21239164488135084,0.5590084666647516,0.6227106227106227,0.6117675495231296,1.6666666666666667,0.6046511627906976,0.625,0.6204379562043796,0.6277372262773723,0.24817518248175185
70,RandomForest,ppp1_cropped_image_512x243,1,1280,,96.0,96.0,ms1_only,mobilenet_v2_075_96,846,,512.0,243.0,0.5559368127391572,0.5391236306729265,0.5429323838059598,1.0,1.0,1.0,0.517502264372103,0.5218978102189781,0.2537284671532847,0.09689877090913512,0.5338078291814946,0.7008839224982295,1.0869565217391306,0.9117647058823529,0.5208333333333334,0.5474452554744526,0.49635036496350365,0.04379562043795626
71,RandomForest,ppp1_cropped_image_2048x973,1,512,,128.0,128.0,ms1_only,mobilenet_v1_050_128,479,,2048.0,973.0,0.5138249131406186,0.5140845070422535,0.5172610618822947,1.0,1.0,1.0,0.5440353774841494,0.5255474452554745,0.24976684671532845,0.11287521294146445,0.5323741007194244,0.6928124423365479,1.1044776119402986,0.8999999999999999,0.524822695035461,0.5401459854014599,0.5109489051094891,0.051094890510948954
72,RandomForest,ppp1_cropped_image_512x243,1,512,,224.0,224.0,ms1_only,mobilenet_v1_050_224,503,,512.0,243.0,0.5842772490209523,0.543035993740219,0.546455357663296,1.0,1.0,1.0,0.5995258138419736,0.6131386861313869,0.24338049635036502,0.5079195181712772,0.6102941176470588,0.6798771620265178,1.5961538461538463,0.6352941176470588,0.6148148148148148,0.6058394160583942,0.6204379562043796,0.22627737226277378
73,RandomForest,ppp1_cropped_image_2048x973,1,4320,,331.0,331.0,ms1_only,pnasnet_large,4143,,2048.0,973.0,0.701449515479397,0.6471048513302035,0.6376889692887286,1.0,1.0,1.0,0.6738771378336619,0.635036496350365,0.2282070218978102,0.6144627522135268,0.6212121212121212,0.6489984146089083,1.8222222222222222,0.5978260869565217,0.6456692913385826,0.5985401459854015,0.6715328467153284,0.27007299270072993
74,RandomForest,ppp1_raw_image_512x512,1,2048,,224.0,224.0,ms1_only,resnet_v2_101,942,,512.0,512.0,0.7432906117503219,0.6854460093896714,0.6805540101602136,1.0,1.0,1.0,0.7233203686930577,0.6496350364963503,0.21083036496350366,0.6835471560920587,0.6390977443609023,0.6076634544019701,1.9318181818181817,0.5591397849462366,0.6589147286821705,0.6204379562043796,0.6788321167883211,0.2992700729927007
75,LogisticRegression,proteomics,3,1207,,,,all_modalities,peptides4,1207,,,,0.9550059109216992,0.9115805946791862,0.9096222678573396,1.0,1.0,1.0,0.9497575789866268,0.864963503649635,0.10098158732188982,2.0976224115693287,0.8593155893536121,0.3600486825051251,8.692307692307693,0.1935483870967742,0.8968253968253969,0.8248175182481752,0.9051094890510949,0.7299270072992701
76,SVC,ppp1_raw_image_512x512,11,1024,,224.0,224.0,all_modalities,inception_v1,102641,,512.0,512.0,0.7748253243351716,0.7120500782472613,0.7123927528646322,0.9978657126001679,0.995149106349363,0.9951566816064953,0.8011881293622461,0.7481751824817519,0.18166023386851612,1.224419203632756,0.7335907335907337,0.5466717149374687,3.518518518518519,0.3818181818181818,0.7786885245901639,0.6934306569343066,0.8029197080291971,0.4963503649635037
77,SVC,ppp1_cropped_image_2048x973,0,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,1011,,2048.0,973.0,0.6369157565159572,0.594679186228482,0.5918436347448025,0.9196550285108974,0.8460145438643515,0.8441714544840645,0.6191592519580159,0.5875912408759124,0.24133113029030873,0.3914356565134917,0.5767790262172284,0.6768888206224288,1.4528301886792454,0.7142857142857143,0.5923076923076923,0.5620437956204379,0.6131386861313869,0.17518248175182483
78,XGBoost,ppp1_cropped_image_512x243,1,512,,224.0,224.0,ms1_only,mobilenet_v1_050_224,503,,512.0,243.0,0.5884784598576785,0.5563380281690141,0.5649064126673465,1.0,1.0,1.0,0.5991794981085833,0.551094890510949,0.2951033810704954,0.2282418163861904,0.5287356321839081,0.9030601390608566,1.2545454545454549,0.8292682926829267,0.5564516129032258,0.5036496350364964,0.5985401459854015,0.10218978102189791
79,XGBoost,ppp1_cropped_image_2048x973,1,512,,128.0,128.0,ms1_only,mobilenet_v1_050_128,479,,2048.0,973.0,0.54709271234207,0.5289514866979655,0.5337398621465004,1.0,1.0,1.0,0.5396664713090735,0.5437956204379562,0.3173129283478868,0.1936730722431185,0.5454545454545454,0.935301567176289,1.1904761904761905,0.8378378378378378,0.5434782608695652,0.5474452554744526,0.5401459854014599,0.08759124087591241
80,XGBoost,ppp1_cropped_image_2048x973,1,2048,,224.0,224.0,ms1_only,resnet_v2_50,1026,,2048.0,973.0,0.7886060832734587,0.7143974960876369,0.7049335611154776,1.0,1.0,1.0,0.7470296765943842,0.708029197080292,0.23097260096766278,0.9779146462950971,0.7037037037037037,0.8046493157864434,2.5,0.4242424242424242,0.7142857142857143,0.6934306569343066,0.7226277372262774,0.416058394160584
81,RandomForest,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,all_modalities,resnet_v2_50,131729,,2048.0,2048.0,0.7966857554989071,0.7316118935837246,0.7215867221795513,1.0,1.0,1.0,0.7795300761894612,0.718978102189781,0.1963479270072993,1.0592646349455104,0.7003891050583658,0.5788293411912085,3.0000000000000004,0.4392523364485981,0.75,0.656934306569343,0.781021897810219,0.43795620437956206
82,LogisticRegression,ppp1_cropped_image_512x243,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_050_224,1228,,512.0,243.0,0.6564420297700482,0.6244131455399061,0.6228755948534075,0.9903771765509953,0.9532026595569599,0.9530873007400863,0.6062123714635838,0.551094890510949,0.2778713310785171,0.23283101966242895,0.5858585858585859,0.7976876205462021,1.191780821917808,0.78125,0.54375,0.635036496350365,0.46715328467153283,0.1021897810218978
83,XGBoost,ppp1_raw_image_2048x2048,1,2048,,299.0,299.0,ms1_only,inception_v3_inaturalist,2044,,2048.0,2048.0,0.7279092288024286,0.6690140845070423,0.6620571515786766,1.0,1.0,1.0,0.7496403644307102,0.6824817518248175,0.2246459819568388,0.8442683302198745,0.6789667896678967,0.7301944246813893,2.1904761904761907,0.4736842105263158,0.6865671641791045,0.6715328467153284,0.6934306569343066,0.36496350364963503
84,XGBoost,ppp1_raw_image_512x512,1,4032,,331.0,331.0,ms1_only,nasnet_large,3671,,512.0,512.0,0.7531580507190982,0.6940532081377152,0.6965042423379133,1.0,1.0,1.0,0.7454845756300282,0.6861313868613139,0.2391635303137807,0.862618635447998,0.6884057971014493,0.7979570158307329,2.1590909090909087,0.45161290322580644,0.6834532374100719,0.6934306569343066,0.6788321167883211,0.3722627737226277
85,XGBoost,ppp1_raw_image_512x512,0,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,861,,512.0,512.0,0.5000136700316817,0.48826291079812206,0.4959579844191765,0.999998826621609,0.9992170858666366,0.9992205949695255,0.543982098140551,0.5145985401459854,0.2680320817406264,0.06441051859261596,0.5163636363636364,0.7362250975829406,1.0597014925373136,0.9428571428571427,0.5144927536231884,0.5182481751824818,0.5109489051094891,0.02919708029197088
86,XGBoost,ppp1_cropped_image_512x243,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_075_224,1203,,512.0,243.0,0.6132756239275859,0.5805946791862285,0.5877092873670022,1.0,1.0,1.0,0.6475571420960093,0.5948905109489051,0.2789529631003692,0.4238792576687522,0.5904059040590406,0.8423774467690264,1.4814814814814814,0.6867469879518072,0.5970149253731343,0.583941605839416,0.6058394160583942,0.1897810218978102
87,SVC,ppp1_cropped_image_2048x973,11,1280,,128.0,128.0,ms1_only,mobilenet_v2_100_128,1038,,2048.0,973.0,0.5769010366258425,0.554773082942097,0.5574222543510686,0.9427906972451713,0.8687043593975557,0.8724381281890904,0.4945921466247535,0.5036496350364964,0.257097381540562,0.016523616398654142,0.5405405405405405,0.7084784998789854,1.0126582278481011,0.9827586206896554,0.5031446540880503,0.583941605839416,0.4233576642335766,0.007299270072992581
88,RandomForest,ppp1_raw_image_512x512,1,1280,,96.0,96.0,all_modalities,mobilenet_v2_100_96,107482,,512.0,512.0,0.6225959882284624,0.5907668231611893,0.5972016207914452,1.0,1.0,1.0,0.6074644360381479,0.5583941605839416,0.24293849635036494,0.2604539434526285,0.5754385964912281,0.6787339087913815,1.2424242424242427,0.7746478873239435,0.5540540540540541,0.5985401459854015,0.5182481751824818,0.11678832116788329
89,SVC,ppp1_raw_image_512x512,0,256,,128.0,128.0,ms1_only,mobilenet_v1_025_128,247,,512.0,512.0,0.5781570391367539,0.5712050078247262,0.5605159342496661,0.7531036693431999,0.6912370631080517,0.679328937138764,0.5420107624274069,0.551094890510949,0.2515239638093265,0.2282418163861904,0.5287356321839081,0.6967987615919669,1.2545454545454549,0.8292682926829267,0.5564516129032258,0.5036496350364964,0.5985401459854015,0.10218978102189791
90,XGBoost,ppp1_raw_image_2048x2048,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_100_224,1229,,2048.0,2048.0,0.6101574897009981,0.5923317683881064,0.5960671404585725,1.0,1.0,1.0,0.5463796686024829,0.5364963503649635,0.32767253458361983,0.16126740937791217,0.5347985347985348,1.0080242635355923,1.1587301587301588,0.8648648648648648,0.5367647058823529,0.5328467153284672,0.5401459854014599,0.07299270072992703
91,SVC,ppp1_cropped_image_2048x973,11,1024,,224.0,224.0,ms1_only,inception_v1,930,,2048.0,973.0,0.6798820330945998,0.634585289514867,0.6406438373985905,0.9015324937041878,0.8219087822746359,0.8221340681958417,0.6963343811604241,0.635036496350365,0.21992184740146115,0.6144627522135268,0.6212121212121212,0.6296083254944337,1.8222222222222222,0.5978260869565217,0.6456692913385826,0.5985401459854015,0.6715328467153284,0.27007299270072993
92,XGBoost,ppp1_raw_image_512x512,1,1280,,96.0,96.0,all_modalities,mobilenet_v2_075_96,92169,,512.0,512.0,0.6847138424928014,0.6259780907668232,0.6228990973899626,1.0,1.0,1.0,0.6845330065533592,0.6277372262773723,0.24917418168731922,0.5763000427429564,0.625,0.7408902467734921,1.7,0.5977011494252873,0.6296296296296297,0.6204379562043796,0.635036496350365,0.25547445255474455
93,SVC,ppp1_raw_image_2048x2048,3,4032,,331.0,331.0,ms1_only,nasnet_large,3669,,2048.0,2048.0,0.7565052946766709,0.6846635367762128,0.6812601628884953,0.9696998366235391,0.9104847602119746,0.9098567941033475,0.7505461132718845,0.6715328467153284,0.20276121604264039,0.7893688593286793,0.6666666666666666,0.6016637292638186,2.0930232558139537,0.5,0.6766917293233082,0.656934306569343,0.6861313868613139,0.34306569343065696
94,RandomForest,ppp1_cropped_image_512x243,1,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2042,,512.0,243.0,0.7468958092057274,0.6768388106416275,0.6675712200418297,1.0,1.0,1.0,0.7500133198358997,0.7153284671532847,0.20428604379562043,1.0209064215617316,0.7067669172932332,0.5969250372975792,2.6857142857142855,0.42156862745098034,0.7286821705426356,0.6861313868613139,0.7445255474452555,0.43065693430656937
95,XGBoost,ppp1_raw_image_2048x2048,0,1024,,224.0,224.0,ms1_only,inception_v1,934,,2048.0,2048.0,0.7214553334448808,0.6658841940532081,0.6625943129755862,0.9999976488485424,0.9992173797533233,0.999221765006742,0.6962011828014278,0.635036496350365,0.23138100501614484,0.6131189001323716,0.6240601503759399,0.6584241547397454,1.8043478260869565,0.5934065934065934,0.6434108527131783,0.6058394160583942,0.6642335766423357,0.27007299270072993
96,SVC,ppp1_raw_image_2048x2048,0,4320,,331.0,331.0,ms1_only,pnasnet_large,4066,,2048.0,2048.0,0.7608504509470051,0.7003129890453834,0.6919885256555535,0.9251455912086799,0.8558703277894549,0.8529705615233988,0.762533965581544,0.6897810218978102,0.19978548414696362,0.8816774421319175,0.6863468634686347,0.5852310440148839,2.2682926829268295,0.45833333333333337,0.6940298507462687,0.6788321167883211,0.7007299270072993,0.3795620437956204
97,LogisticRegression,ppp1_cropped_image_2048x973,1,2048,,224.0,224.0,ms1_only,resnet_v2_152,1581,,2048.0,973.0,0.7852736029501022,0.7097026604068858,0.7058704702363339,0.9088026539270294,0.8295815758909469,0.8267350226907483,0.8003622995364696,0.7262773722627737,0.18125692875611982,1.0760759994951874,0.7272727272727272,0.5391234391025432,2.6315789473684212,0.37373737373737376,0.7246376811594203,0.7299270072992701,0.7226277372262774,0.45255474452554745
98,LogisticRegression,ppp1_raw_image_512x512,0,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5114,,512.0,512.0,0.7455134956020774,0.6846635367762128,0.6844121194003029,0.9336689107638262,0.8613466123093851,0.8585222785896015,0.7565666790985136,0.7153284671532847,0.20068108458366413,1.023695541779174,0.7045454545454546,0.5968645815584596,2.7352941176470584,0.42718446601941756,0.7322834645669292,0.6788321167883211,0.7518248175182481,0.43065693430656926
99,XGBoost,ppp1_raw_image_512x512,1,2048,,224.0,224.0,all_modalities,resnet_v2_152,164260,,512.0,512.0,0.8277261597381478,0.7511737089201878,0.743329809722836,1.0,1.0,1.0,0.8352602695934785,0.781021897810219,0.17125379196646592,1.4306745040153863,0.7692307692307692,0.6099418865672631,4.3478260869565215,0.32456140350877194,0.8130081300813008,0.7299270072992701,0.8321167883211679,0.5620437956204379
100,RandomForest,ppp1_cropped_image_2048x973,1,1536,,299.0,299.0,ms1_only,inception_resnet_v2,1529,,2048.0,973.0,0.721698249907864,0.6502347417840375,0.6261053958800886,1.0,1.0,1.0,0.7213223933081145,0.6605839416058394,0.2117511094890511,0.7380799460206907,0.649056603773585,0.6149247482517071,2.047619047619048,0.5368421052631579,0.671875,0.6277372262773723,0.6934306569343066,0.3211678832116789
101,SVC,ppp1_raw_image_512x512,11,512,,128.0,128.0,all_modalities,mobilenet_v1_050_128,46829,,512.0,512.0,0.6869625627044353,0.6322378716744914,0.6334815006255242,1.0,0.9968704006733531,0.9968747946707363,0.646864510629229,0.5875912408759124,0.23254689057650452,0.39055637460291287,0.5830258302583026,0.6555505109260609,1.4363636363636365,0.7073170731707317,0.5895522388059702,0.5766423357664233,0.5985401459854015,0.17518248175182483
102,RandomForest,ppp1_raw_image_2048x2048,1,7168,,331.0,331.0,all_modalities,amoebanet_a_n18_f448,513411,,2048.0,2048.0,0.7844754098002097,0.7112676056338029,0.7011317613932041,1.0,1.0,1.0,0.777851776866109,0.708029197080292,0.2001409197080292,0.9793513962721442,0.7014925373134329,0.5885593248477352,2.540540540540541,0.42999999999999994,0.7175572519083969,0.6861313868613139,0.7299270072992701,0.416058394160584
103,SVC,ppp1_raw_image_2048x2048,11,256,,128.0,128.0,all_modalities,mobilenet_v1_025_128,24985,,2048.0,2048.0,0.6935999098871511,0.6674491392801252,0.667107245814295,0.9996784811368218,0.9976524331466566,0.9976646887863719,0.6945495231498748,0.6131386861313869,0.22209033738814427,0.5175674918832919,0.6369863013698629,0.6327493937221607,1.4999999999999998,0.5866666666666668,0.6,0.6788321167883211,0.5474452554744526,0.22627737226277367
104,LogisticRegression,ppp1_cropped_image_2048x973,1,1280,,224.0,224.0,ms1_only,mobilenet_v2_100_224,1245,,2048.0,973.0,0.6517660587330176,0.6142410015649452,0.6113688522002872,0.994440779284976,0.9635383604414413,0.9636814765312324,0.5868186903937344,0.5401459854014599,0.2841714720509107,0.17779584721743796,0.5298507462686567,0.8089314116306532,1.1833333333333333,0.8571428571428571,0.5419847328244275,0.5182481751824818,0.5620437956204379,0.08029197080291972
105,LogisticRegression,ppp1_cropped_image_512x243,0,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2042,,512.0,243.0,0.7403377482067652,0.6924882629107981,0.6851117767568934,0.83696653032625,0.7574350392867722,0.7503123989315571,0.7588044115296498,0.7043795620437956,0.19999570192522426,0.9579963143231749,0.7011070110701108,0.5883821093238231,2.435897435897436,0.4285714285714285,0.7089552238805971,0.6934306569343066,0.7153284671532847,0.4087591240875913
